sn,date,branch,pizza_sold,price,quantity,time,time_range,sales_amount,pizza_exists
4275,2015-12-14,Lekki,Hot Pepperoni Feast,4000.0,3,09:31:10,After 9:00am,12000.0,True
4276,2015-12-11,Lekki,Meatzaa,2000.0,2,09:31:10,After 9:00am,4000.0,True
4277,2015-12-09,Lekki,Meatzaa,2000.0,2,09:31:11,After 9:00am,4000.0,True
4278,2015-12-06,Gbagada,Pepperoni Suya,3000.0,3,09:31:11,After 9:00am,9000.0,True
4279,2015-12-15,Ikoyi,Hot Pepperoni Feast,4000.0,1,09:31:12,After 9:00am,4000.0,True
4280,2015-12-07,Surulere,Chicken Suya,4000.0,1,09:31:12,After 9:00am,4000.0,True
4281,2015-12-07,Lekki,BBQ Philly Steak,4000.0,4,09:31:15,After 9:00am,16000.0,True
4282,2015-12-09,Lekki,Chicken Bali,2000.0,3,09:31:15,After 9:00am,6000.0,True
4283,2015-12-06,Gbagada,BBQ Chicken,4000.0,4,09:31:17,After 9:00am,16000.0,True
4284,2015-12-13,Gbagada,Margarita,4000.0,4,09:31:17,After 9:00am,16000.0,True
4285,2015-12-11,Surulere,Hot Pepperoni Feast,4000.0,4,09:31:18,After 9:00am,16000.0,True
4286,2015-12-07,Gbagada,Beef Suya,3000.0,5,09:31:20,After 9:00am,15000.0,True
4287,2015-12-03,Gbagada,Chicken Suya,4000.0,5,09:31:20,After 9:00am,20000.0,True
4288,2015-12-07,Ikoyi,Pepperoni Suya,3000.0,3,09:31:21,After 9:00am,9000.0,True
4289,2015-12-05,Ibadan,Chicken Suya,4000.0,1,09:31:22,After 9:00am,4000.0,True
4290,2015-12-07,Lekki,Chicken Legend,2000.0,3,09:31:23,After 9:00am,6000.0,True
4291,2015-12-11,Ikoyi,Pepperoni Feast,4000.0,5,09:31:24,After 9:00am,20000.0,True
4292,2015-12-08,Lekki,Italiano,3000.0,3,09:31:24,After 9:00am,9000.0,True
4293,2015-12-03,Ikoyi,BBQ Chicken,4000.0,5,09:31:25,After 9:00am,20000.0,True
4294,2015-12-12,Ibadan,Beef Suya,3000.0,2,09:31:27,After 9:00am,6000.0,True
4295,2015-12-15,Lekki,Veggie Supreme,3000.0,5,09:31:29,After 9:00am,15000.0,True
4296,2015-12-04,Gbagada,Chicken Legend,2000.0,1,09:31:30,After 9:00am,2000.0,True
4297,2015-12-06,Ikoyi,Chicken Bali,2000.0,1,09:31:30,After 9:00am,2000.0,True
4298,2015-12-03,Ikoyi,Veggie Supreme,3000.0,1,09:31:30,After 9:00am,3000.0,True
4299,2015-12-05,Surulere,BBQ Philly Steak,4000.0,2,09:31:31,After 9:00am,8000.0,True
4300,2015-12-06,Gbagada,Veggie Supreme,3000.0,2,09:31:31,After 9:00am,6000.0,True
4301,2015-12-05,Ibadan,Margarita,4000.0,4,09:31:34,After 9:00am,16000.0,True
4302,2015-12-08,Surulere,Hot Pepperoni Feast,4000.0,5,09:31:34,After 9:00am,20000.0,True
4303,2015-12-06,Gbagada,Extravaganza,2000.0,3,09:31:35,After 9:00am,6000.0,True
4304,2015-12-04,Ikoyi,Meatzaa,2000.0,2,09:31:37,After 9:00am,4000.0,True
4305,2015-12-12,Ibadan,Hot Pepperoni Feast,4000.0,3,09:31:38,After 9:00am,12000.0,True
4306,2015-12-09,Ibadan,Hot Veggie,4000.0,2,09:31:38,After 9:00am,8000.0,True
4307,2015-12-15,Ikoyi,Hot Veggie,4000.0,1,09:31:42,After 9:00am,4000.0,True
4308,2015-12-14,Ikoyi,Italiano,3000.0,4,09:31:43,After 9:00am,12000.0,True
4309,2015-12-04,Ibadan,Pepperoni Suya,3000.0,2,09:31:50,After 9:00am,6000.0,True
4310,2015-12-07,Ibadan,Beef Suya,3000.0,2,09:31:50,After 9:00am,6000.0,True
4311,2015-12-08,Ikoyi,Extravaganza,2000.0,1,09:31:51,After 9:00am,2000.0,True
4312,2015-12-10,Ibadan,Chicken Feast,2000.0,3,09:31:51,After 9:00am,6000.0,True
4313,2015-12-11,Ibadan,Chicken Legend,2000.0,4,09:31:51,After 9:00am,8000.0,True
4314,2015-12-08,Ikoyi,Margarita,4000.0,5,09:31:52,After 9:00am,20000.0,True
4315,2015-12-03,Ibadan,Hot Pepperoni Feast,4000.0,4,09:31:53,After 9:00am,16000.0,True
4316,2015-12-11,Gbagada,Chicken Bali,2000.0,3,09:31:53,After 9:00am,6000.0,True
4317,2015-12-13,Ikoyi,Chicken Suya,4000.0,5,09:31:56,After 9:00am,20000.0,True
4318,2015-12-04,Ibadan,Extravaganza,2000.0,3,09:31:57,After 9:00am,6000.0,True
4319,2015-12-05,Ibadan,Chicken Legend,2000.0,5,09:31:57,After 9:00am,10000.0,True
4320,2015-12-03,Lekki,Chicken Feast,2000.0,1,09:31:59,After 9:00am,2000.0,True
4321,2015-12-04,Ibadan,Hot Veggie,4000.0,2,09:32:00,After 9:00am,8000.0,True
4322,2015-12-04,Gbagada,Beef Suya,3000.0,3,09:32:01,After 9:00am,9000.0,True
4323,2015-12-03,Ikoyi,Hot Pepperoni Feast,4000.0,4,09:32:04,After 9:00am,16000.0,True
4324,2015-12-09,Lekki,Italiano,3000.0,5,09:32:05,After 9:00am,15000.0,True
4325,2015-12-08,Lekki,BBQ Philly Steak,4000.0,3,09:32:06,After 9:00am,12000.0,True
4326,2015-12-14,Ibadan,Chicken Suya,4000.0,2,09:32:07,After 9:00am,8000.0,True
4327,2015-12-11,Gbagada,Extravaganza,2000.0,3,09:32:11,After 9:00am,6000.0,True
4328,2015-12-08,Ibadan,BBQ Philly Steak,4000.0,4,09:32:12,After 9:00am,16000.0,True
4329,2015-12-05,Surulere,Hot Pepperoni Feast,4000.0,1,09:32:12,After 9:00am,4000.0,True
4330,2015-12-04,Gbagada,Pepperoni Feast,4000.0,1,09:32:12,After 9:00am,4000.0,True
4331,2015-12-13,Gbagada,Chicken Feast,2000.0,3,09:32:13,After 9:00am,6000.0,True
4332,2015-12-14,Surulere,Chicken Suya,4000.0,2,09:32:13,After 9:00am,8000.0,True
4333,2015-12-10,Lekki,Chicken Legend,2000.0,3,09:32:16,After 9:00am,6000.0,True
4334,2015-12-08,Ibadan,Margarita,4000.0,2,09:32:16,After 9:00am,8000.0,True
4335,2015-12-15,Ibadan,Pepperoni Feast,4000.0,2,09:32:17,After 9:00am,8000.0,True
4336,2015-12-14,Ikoyi,Chicken Feast,2000.0,5,09:32:19,After 9:00am,10000.0,True
4337,2015-12-12,Ibadan,Pepperoni Feast,4000.0,1,09:32:19,After 9:00am,4000.0,True
4338,2015-12-03,Gbagada,Hot Pepperoni Feast,4000.0,3,09:32:19,After 9:00am,12000.0,True
4339,2015-12-14,Ibadan,Chicken Legend,2000.0,4,09:32:20,After 9:00am,8000.0,True
4340,2015-12-04,Lekki,Italiano,3000.0,3,09:32:21,After 9:00am,9000.0,True
4341,2015-12-11,Ikoyi,Extravaganza,2000.0,1,09:32:22,After 9:00am,2000.0,True
4342,2015-12-03,Ibadan,Chicken Feast,2000.0,5,09:32:24,After 9:00am,10000.0,True
4343,2015-12-10,Surulere,Meatzaa,2000.0,2,09:32:24,After 9:00am,4000.0,True
4344,2015-12-11,Lekki,Chicken Suya,4000.0,2,09:32:25,After 9:00am,8000.0,True
4345,2015-12-11,Ikoyi,Italiano,3000.0,5,09:32:26,After 9:00am,15000.0,True
4346,2015-12-06,Ikoyi,Chicken Bali,2000.0,1,09:32:26,After 9:00am,2000.0,True
4347,2015-12-15,Lekki,Veggie Supreme,3000.0,2,09:32:26,After 9:00am,6000.0,True
4348,2015-12-08,Gbagada,Chicken Bali,2000.0,4,09:32:28,After 9:00am,8000.0,True
4349,2015-12-04,Lekki,Extravaganza,2000.0,2,09:32:28,After 9:00am,4000.0,True
4350,2015-12-13,Lekki,BBQ Chicken,4000.0,3,09:32:28,After 9:00am,12000.0,True
4351,2015-12-05,Gbagada,BBQ Philly Steak,4000.0,4,09:32:29,After 9:00am,16000.0,True
4352,2015-12-14,Lekki,Beef Suya,3000.0,1,09:32:29,After 9:00am,3000.0,True
4353,2015-12-04,Ibadan,Meatzaa,2000.0,3,09:32:29,After 9:00am,6000.0,True
4354,2015-12-11,Lekki,Veggie Supreme,3000.0,1,09:32:30,After 9:00am,3000.0,True
4355,2015-12-07,Lekki,Italiano,3000.0,4,09:32:33,After 9:00am,12000.0,True
4356,2015-12-04,Surulere,Chicken Suya,4000.0,3,09:32:33,After 9:00am,12000.0,True
4357,2015-12-12,Ibadan,Pepperoni Suya,3000.0,3,09:32:34,After 9:00am,9000.0,True
4358,2015-12-04,Lekki,Veggie Supreme,3000.0,2,09:32:35,After 9:00am,6000.0,True
4359,2015-12-09,Ikoyi,Margarita,4000.0,1,09:32:36,After 9:00am,4000.0,True
4360,2015-12-04,Ibadan,Hot Pepperoni Feast,4000.0,2,09:32:37,After 9:00am,8000.0,True
4361,2015-12-15,Lekki,Margarita,4000.0,2,09:32:37,After 9:00am,8000.0,True
4362,2015-12-08,Ikoyi,Pepperoni Feast,4000.0,5,09:32:37,After 9:00am,20000.0,True
4363,2015-12-03,Lekki,Pepperoni Suya,3000.0,3,09:32:37,After 9:00am,9000.0,True
4364,2015-12-04,Gbagada,BBQ Chicken,4000.0,1,09:32:38,After 9:00am,4000.0,True
4365,2015-12-09,Gbagada,Beef Suya,3000.0,4,09:32:41,After 9:00am,12000.0,True
4366,2015-12-08,Ikoyi,BBQ Philly Steak,4000.0,2,09:32:42,After 9:00am,8000.0,True
4367,2015-12-12,Gbagada,Italiano,3000.0,4,09:32:45,After 9:00am,12000.0,True
4368,2015-12-04,Lekki,Meatzaa,2000.0,3,09:32:47,After 9:00am,6000.0,True
4369,2015-12-06,Ikoyi,BBQ Philly Steak,4000.0,1,09:32:49,After 9:00am,4000.0,True
4370,2015-12-13,Ikoyi,Hot Veggie,4000.0,4,09:32:49,After 9:00am,16000.0,True
4371,2015-12-10,Ikoyi,Chicken Bali,2000.0,4,09:32:51,After 9:00am,8000.0,True
4372,2015-12-07,Ibadan,Veggie Supreme,3000.0,1,09:32:51,After 9:00am,3000.0,True
4373,2015-12-05,Ikoyi,Veggie Supreme,3000.0,4,09:32:52,After 9:00am,12000.0,True
4374,2015-12-10,Ibadan,Veggie Supreme,3000.0,1,09:32:55,After 9:00am,3000.0,True
4375,2015-12-13,Ibadan,Pepperoni Feast,4000.0,4,09:32:56,After 9:00am,16000.0,True
4376,2015-12-03,Ikoyi,Pepperoni Feast,4000.0,5,09:32:57,After 9:00am,20000.0,True
4377,2015-12-12,Ibadan,Chicken Bali,2000.0,3,09:32:57,After 9:00am,6000.0,True
4378,2015-12-11,Lekki,BBQ Chicken,4000.0,1,09:32:57,After 9:00am,4000.0,True
4379,2015-12-05,Ibadan,Margarita,4000.0,1,09:32:58,After 9:00am,4000.0,True
4380,2015-12-08,Gbagada,Veggie Supreme,3000.0,1,09:32:59,After 9:00am,3000.0,True
4381,2015-12-13,Gbagada,Veggie Supreme,3000.0,2,09:32:59,After 9:00am,6000.0,True
4382,2015-12-08,Lekki,Hot Pepperoni Feast,4000.0,3,09:32:59,After 9:00am,12000.0,True
4383,2015-12-15,Surulere,BBQ Philly Steak,4000.0,4,09:32:59,After 9:00am,16000.0,True
4384,2015-12-11,Surulere,Beef Suya,3000.0,3,09:33:03,After 9:00am,9000.0,True
4385,2015-12-04,Lekki,Chicken Suya,4000.0,2,09:33:04,After 9:00am,8000.0,True
4386,2015-12-15,Ikoyi,Veggie Supreme,3000.0,3,09:33:06,After 9:00am,9000.0,True
4387,2015-12-09,Lekki,Veggie Supreme,3000.0,1,09:33:06,After 9:00am,3000.0,True
4388,2015-12-03,Ikoyi,Chicken Legend,2000.0,3,09:33:06,After 9:00am,6000.0,True
4389,2015-12-12,Ikoyi,Pepperoni Feast,4000.0,2,09:33:07,After 9:00am,8000.0,True
4390,2015-12-08,Lekki,BBQ Philly Steak,4000.0,2,09:33:07,After 9:00am,8000.0,True
4391,2015-12-13,Lekki,Hot Pepperoni Feast,4000.0,3,09:33:09,After 9:00am,12000.0,True
4392,2015-12-05,Ikoyi,Beef Suya,3000.0,1,09:33:10,After 9:00am,3000.0,True
4393,2015-12-04,Gbagada,Hot Pepperoni Feast,4000.0,5,09:33:11,After 9:00am,20000.0,True
4394,2015-12-07,Ikoyi,BBQ Philly Steak,4000.0,1,09:33:11,After 9:00am,4000.0,True
4395,2015-12-04,Lekki,Hot Veggie,4000.0,1,09:33:13,After 9:00am,4000.0,True
4396,2015-12-06,Lekki,Margarita,4000.0,5,09:33:13,After 9:00am,20000.0,True
4397,2015-12-10,Surulere,Meatzaa,2000.0,3,09:33:13,After 9:00am,6000.0,True
4398,2015-12-04,Ikoyi,Beef Suya,3000.0,3,09:33:13,After 9:00am,9000.0,True
4399,2015-12-12,Ibadan,Chicken Feast,2000.0,4,09:33:13,After 9:00am,8000.0,True
4400,2015-12-13,Surulere,Pepperoni Suya,3000.0,4,09:33:14,After 9:00am,12000.0,True
4401,2015-12-04,Ibadan,Pepperoni Suya,3000.0,5,09:33:15,After 9:00am,15000.0,True
4402,2015-12-09,Ikoyi,Chicken Bali,2000.0,1,09:33:15,After 9:00am,2000.0,True
4403,2015-12-13,Gbagada,Meatzaa,2000.0,1,09:33:17,After 9:00am,2000.0,True
4404,2015-12-10,Lekki,Italiano,3000.0,1,09:33:19,After 9:00am,3000.0,True
4405,2015-12-13,Lekki,Chicken Legend,2000.0,5,09:33:19,After 9:00am,10000.0,True
4406,2015-12-04,Lekki,Veggie Supreme,3000.0,4,09:33:20,After 9:00am,12000.0,True
4407,2015-12-06,Ibadan,Meatzaa,2000.0,3,09:33:22,After 9:00am,6000.0,True
4408,2015-12-07,Surulere,Meatzaa,2000.0,3,09:33:22,After 9:00am,6000.0,True
4409,2015-12-03,Gbagada,Hot Veggie,4000.0,2,09:33:23,After 9:00am,8000.0,True
4410,2015-12-15,Surulere,Margarita,4000.0,3,09:33:24,After 9:00am,12000.0,True
4411,2015-12-13,Ikoyi,Pepperoni Feast,4000.0,3,09:33:25,After 9:00am,12000.0,True
4412,2015-12-15,Ibadan,Hot Veggie,4000.0,5,09:33:27,After 9:00am,20000.0,True
4413,2015-12-12,Ibadan,Hot Veggie,4000.0,4,09:33:27,After 9:00am,16000.0,True
4414,2015-12-05,Surulere,BBQ Philly Steak,4000.0,3,09:33:28,After 9:00am,12000.0,True
4415,2015-12-11,Lekki,Italiano,3000.0,1,09:33:29,After 9:00am,3000.0,True
4416,2015-12-11,Surulere,BBQ Chicken,4000.0,4,09:33:30,After 9:00am,16000.0,True
4417,2015-12-09,Ibadan,Veggie Supreme,3000.0,2,09:33:30,After 9:00am,6000.0,True
4418,2015-12-06,Ikoyi,Extravaganza,2000.0,1,09:33:30,After 9:00am,2000.0,True
4419,2015-12-05,Gbagada,Meatzaa,2000.0,3,09:33:32,After 9:00am,6000.0,True
4420,2015-12-08,Ikoyi,Italiano,3000.0,1,09:33:32,After 9:00am,3000.0,True
4421,2015-12-03,Ibadan,Chicken Legend,2000.0,1,09:33:32,After 9:00am,2000.0,True
4422,2015-12-03,Gbagada,Margarita,4000.0,1,09:33:34,After 9:00am,4000.0,True
4423,2015-12-13,Ibadan,Pepperoni Feast,4000.0,1,09:33:34,After 9:00am,4000.0,True
4424,2015-12-12,Ibadan,Hot Veggie,4000.0,3,09:33:35,After 9:00am,12000.0,True
4425,2015-12-04,Lekki,Chicken Bali,2000.0,1,09:33:35,After 9:00am,2000.0,True
4426,2015-12-11,Gbagada,Chicken Suya,4000.0,2,09:33:36,After 9:00am,8000.0,True
4427,2015-12-11,Surulere,Extravaganza,2000.0,5,09:33:36,After 9:00am,10000.0,True
4428,2015-12-11,Lekki,Hot Veggie,4000.0,5,09:33:36,After 9:00am,20000.0,True
4429,2015-12-03,Ikoyi,Italiano,3000.0,3,09:33:37,After 9:00am,9000.0,True
4430,2015-12-08,Gbagada,Italiano,3000.0,1,09:33:37,After 9:00am,3000.0,True
4431,2015-12-03,Ikoyi,Italiano,3000.0,2,09:33:38,After 9:00am,6000.0,True
4432,2015-12-14,Ikoyi,Beef Suya,3000.0,1,09:33:40,After 9:00am,3000.0,True
4433,2015-12-07,Surulere,Extravaganza,2000.0,5,09:33:41,After 9:00am,10000.0,True
4434,2015-12-15,Lekki,Pepperoni Suya,3000.0,1,09:33:43,After 9:00am,3000.0,True
4435,2015-12-10,Ibadan,Chicken Suya,4000.0,5,09:33:44,After 9:00am,20000.0,True
4436,2015-12-14,Surulere,BBQ Chicken,4000.0,4,09:33:45,After 9:00am,16000.0,True
4437,2015-12-03,Lekki,BBQ Chicken,4000.0,1,09:33:47,After 9:00am,4000.0,True
4438,2015-12-05,Ibadan,Pepperoni Feast,4000.0,5,09:33:48,After 9:00am,20000.0,True
4439,2015-12-14,Ikoyi,Hot Veggie,4000.0,5,09:33:49,After 9:00am,20000.0,True
4440,2015-12-09,Gbagada,Chicken Bali,2000.0,1,09:33:50,After 9:00am,2000.0,True
4441,2015-12-11,Lekki,Chicken Feast,2000.0,5,09:33:50,After 9:00am,10000.0,True
4442,2015-12-10,Lekki,Extravaganza,2000.0,5,09:33:51,After 9:00am,10000.0,True
4443,2015-12-03,Surulere,Italiano,3000.0,4,09:33:51,After 9:00am,12000.0,True
4444,2015-12-05,Ikoyi,Pepperoni Suya,3000.0,5,09:33:52,After 9:00am,15000.0,True
4445,2015-12-06,Gbagada,Hot Veggie,4000.0,1,09:33:53,After 9:00am,4000.0,True
4446,2015-12-09,Ibadan,Extravaganza,2000.0,1,09:33:56,After 9:00am,2000.0,True
4447,2015-12-12,Lekki,Chicken Legend,2000.0,4,09:33:57,After 9:00am,8000.0,True
4448,2015-12-08,Ibadan,Meatzaa,2000.0,2,09:33:57,After 9:00am,4000.0,True
4449,2015-12-04,Ibadan,Chicken Suya,4000.0,3,09:33:59,After 9:00am,12000.0,True
4450,2015-12-12,Ibadan,Chicken Legend,2000.0,2,09:33:59,After 9:00am,4000.0,True
4451,2015-12-11,Lekki,Beef Suya,3000.0,5,09:34:00,After 9:00am,15000.0,True
4452,2015-12-05,Ibadan,Chicken Feast,2000.0,1,09:34:03,After 9:00am,2000.0,True
4453,2015-12-06,Ikoyi,Chicken Suya,4000.0,2,09:34:04,After 9:00am,8000.0,True
4454,2015-12-09,Surulere,Veggie Supreme,3000.0,3,09:34:04,After 9:00am,9000.0,True
4455,2015-12-10,Ibadan,Chicken Feast,2000.0,3,09:34:06,After 9:00am,6000.0,True
4456,2015-12-14,Ibadan,Chicken Feast,2000.0,1,09:34:09,After 9:00am,2000.0,True
4457,2015-12-10,Lekki,Chicken Legend,2000.0,3,09:34:10,After 9:00am,6000.0,True
4458,2015-12-14,Gbagada,Veggie Supreme,3000.0,2,09:34:10,After 9:00am,6000.0,True
4459,2015-12-03,Lekki,Pepperoni Suya,3000.0,4,09:34:11,After 9:00am,12000.0,True
4460,2015-12-14,Ikoyi,Extravaganza,2000.0,1,09:34:13,After 9:00am,2000.0,True
4461,2015-12-10,Gbagada,Extravaganza,2000.0,2,09:34:13,After 9:00am,4000.0,True
4462,2015-12-08,Ibadan,Chicken Feast,2000.0,1,09:34:13,After 9:00am,2000.0,True
4463,2015-12-15,Surulere,Chicken Feast,2000.0,2,09:34:14,After 9:00am,4000.0,True
4464,2015-12-12,Ikoyi,Chicken Suya,4000.0,2,09:34:18,After 9:00am,8000.0,True
4465,2015-12-05,Lekki,Chicken Bali,2000.0,3,09:34:18,After 9:00am,6000.0,True
4466,2015-12-13,Ikoyi,BBQ Philly Steak,4000.0,5,09:34:18,After 9:00am,20000.0,True
4467,2015-12-11,Surulere,Italiano,3000.0,5,09:34:20,After 9:00am,15000.0,True
4468,2015-12-03,Surulere,Hot Veggie,4000.0,3,09:34:20,After 9:00am,12000.0,True
4469,2015-12-03,Surulere,Chicken Feast,2000.0,3,09:34:20,After 9:00am,6000.0,True
4470,2015-12-12,Gbagada,Meatzaa,2000.0,1,09:34:20,After 9:00am,2000.0,True
4471,2015-12-06,Ibadan,Extravaganza,2000.0,5,09:34:26,After 9:00am,10000.0,True
4472,2015-12-04,Surulere,Hot Pepperoni Feast,4000.0,5,09:34:27,After 9:00am,20000.0,True
4473,2015-12-09,Gbagada,Pepperoni Suya,3000.0,5,09:34:28,After 9:00am,15000.0,True
4474,2015-12-04,Ikoyi,Chicken Bali,2000.0,4,09:34:29,After 9:00am,8000.0,True
4475,2015-12-13,Surulere,Extravaganza,2000.0,2,09:34:30,After 9:00am,4000.0,True
4476,2015-12-08,Ikoyi,Chicken Feast,2000.0,4,09:34:32,After 9:00am,8000.0,True
4477,2015-12-07,Ikoyi,Italiano,3000.0,4,09:34:32,After 9:00am,12000.0,True
4478,2015-12-14,Ibadan,Veggie Supreme,3000.0,3,09:34:33,After 9:00am,9000.0,True
4479,2015-12-04,Gbagada,Beef Suya,3000.0,5,09:34:34,After 9:00am,15000.0,True
4480,2015-12-14,Surulere,Beef Suya,3000.0,3,09:34:35,After 9:00am,9000.0,True
4481,2015-12-15,Surulere,Hot Veggie,4000.0,1,09:34:35,After 9:00am,4000.0,True
4482,2015-12-04,Gbagada,Chicken Bali,2000.0,2,09:34:36,After 9:00am,4000.0,True
4483,2015-12-05,Ikoyi,Extravaganza,2000.0,5,09:34:37,After 9:00am,10000.0,True
4484,2015-12-13,Gbagada,Chicken Bali,2000.0,4,09:34:39,After 9:00am,8000.0,True
4485,2015-12-04,Ikoyi,Extravaganza,2000.0,4,09:34:39,After 9:00am,8000.0,True
4486,2015-12-13,Ibadan,Hot Veggie,4000.0,3,09:34:41,After 9:00am,12000.0,True
4487,2015-12-09,Ikoyi,Extravaganza,2000.0,3,09:34:41,After 9:00am,6000.0,True
4488,2015-12-07,Ibadan,BBQ Philly Steak,4000.0,4,09:34:42,After 9:00am,16000.0,True
4489,2015-12-10,Gbagada,Italiano,3000.0,1,09:34:43,After 9:00am,3000.0,True
4490,2015-12-13,Gbagada,Italiano,3000.0,5,09:34:43,After 9:00am,15000.0,True
4491,2015-12-14,Gbagada,Beef Suya,3000.0,4,09:34:44,After 9:00am,12000.0,True
4492,2015-12-10,Surulere,Beef Suya,3000.0,3,09:34:44,After 9:00am,9000.0,True
4493,2015-12-13,Gbagada,Chicken Suya,4000.0,3,09:34:44,After 9:00am,12000.0,True
4494,2015-12-06,Gbagada,Margarita,4000.0,1,09:34:45,After 9:00am,4000.0,True
4495,2015-12-11,Ibadan,Chicken Feast,2000.0,5,09:34:46,After 9:00am,10000.0,True
4496,2015-12-12,Ikoyi,Chicken Suya,4000.0,4,09:34:47,After 9:00am,16000.0,True
4497,2015-12-11,Ibadan,Meatzaa,2000.0,5,09:34:48,After 9:00am,10000.0,True
4498,2015-12-05,Lekki,Chicken Bali,2000.0,1,09:34:50,After 9:00am,2000.0,True
4499,2015-12-06,Surulere,Chicken Suya,4000.0,4,09:34:51,After 9:00am,16000.0,True
4500,2015-12-09,Ibadan,Veggie Supreme,3000.0,1,09:34:51,After 9:00am,3000.0,True
4501,2015-12-14,Lekki,Margarita,4000.0,5,09:34:53,After 9:00am,20000.0,True
4502,2015-12-03,Surulere,Beef Suya,3000.0,2,09:34:53,After 9:00am,6000.0,True
4503,2015-12-10,Gbagada,Hot Veggie,4000.0,1,09:34:53,After 9:00am,4000.0,True
4504,2015-12-08,Ibadan,Hot Pepperoni Feast,4000.0,3,09:34:54,After 9:00am,12000.0,True
4505,2015-12-10,Surulere,Beef Suya,3000.0,3,09:34:55,After 9:00am,9000.0,True
4506,2015-12-04,Surulere,BBQ Chicken,4000.0,2,09:34:56,After 9:00am,8000.0,True
4507,2015-12-07,Gbagada,Margarita,4000.0,1,09:34:56,After 9:00am,4000.0,True
4508,2015-12-06,Surulere,Veggie Supreme,3000.0,5,09:34:58,After 9:00am,15000.0,True
4509,2015-12-03,Lekki,Extravaganza,2000.0,5,09:34:59,After 9:00am,10000.0,True
4510,2015-12-06,Lekki,Pepperoni Suya,3000.0,3,09:35:00,After 9:00am,9000.0,True
4511,2015-12-11,Gbagada,Hot Pepperoni Feast,4000.0,4,09:35:02,After 9:00am,16000.0,True
4512,2015-12-08,Lekki,Italiano,3000.0,3,09:35:04,After 9:00am,9000.0,True
4513,2015-12-08,Gbagada,Chicken Bali,2000.0,2,09:35:05,After 9:00am,4000.0,True
4514,2015-12-05,Gbagada,Chicken Suya,4000.0,1,09:35:08,After 9:00am,4000.0,True
4515,2015-12-03,Ikoyi,Hot Veggie,4000.0,3,09:35:11,After 9:00am,12000.0,True
4516,2015-12-04,Lekki,BBQ Philly Steak,4000.0,2,09:35:12,After 9:00am,8000.0,True
4517,2015-12-05,Gbagada,Extravaganza,2000.0,1,09:35:14,After 9:00am,2000.0,True
4518,2015-12-10,Lekki,BBQ Philly Steak,4000.0,3,09:35:14,After 9:00am,12000.0,True
4519,2015-12-14,Ikoyi,Hot Veggie,4000.0,1,09:35:14,After 9:00am,4000.0,True
4520,2015-12-06,Lekki,Veggie Supreme,3000.0,1,09:35:18,After 9:00am,3000.0,True
4521,2015-12-11,Gbagada,Chicken Bali,2000.0,4,09:35:18,After 9:00am,8000.0,True
4522,2015-12-06,Gbagada,Pepperoni Suya,3000.0,2,09:35:20,After 9:00am,6000.0,True
4523,2015-12-11,Gbagada,Beef Suya,3000.0,4,09:35:20,After 9:00am,12000.0,True
4524,2015-12-07,Lekki,Veggie Supreme,3000.0,5,09:35:20,After 9:00am,15000.0,True
4525,2015-12-03,Surulere,Chicken Bali,2000.0,1,09:35:20,After 9:00am,2000.0,True
4526,2015-12-06,Ibadan,Italiano,3000.0,5,09:35:20,After 9:00am,15000.0,True
4527,2015-12-15,Lekki,Chicken Feast,2000.0,3,09:35:23,After 9:00am,6000.0,True
4528,2015-12-07,Ibadan,Hot Veggie,4000.0,4,09:35:23,After 9:00am,16000.0,True
4529,2015-12-13,Surulere,BBQ Philly Steak,4000.0,4,09:35:25,After 9:00am,16000.0,True
4530,2015-12-10,Ibadan,Italiano,3000.0,2,09:35:26,After 9:00am,6000.0,True
4531,2015-12-12,Ikoyi,Chicken Bali,2000.0,5,09:35:26,After 9:00am,10000.0,True
4532,2015-12-08,Ikoyi,Chicken Legend,2000.0,1,09:35:27,After 9:00am,2000.0,True
4533,2015-12-04,Ibadan,Meatzaa,2000.0,3,09:35:28,After 9:00am,6000.0,True
4534,2015-12-08,Lekki,Meatzaa,2000.0,1,09:35:29,After 9:00am,2000.0,True
4535,2015-12-10,Ikoyi,Beef Suya,3000.0,5,09:35:29,After 9:00am,15000.0,True
4536,2015-12-14,Ikoyi,Meatzaa,2000.0,5,09:35:30,After 9:00am,10000.0,True
4537,2015-12-08,Ikoyi,Chicken Feast,2000.0,5,09:35:30,After 9:00am,10000.0,True
4538,2015-12-04,Ikoyi,Hot Pepperoni Feast,4000.0,5,09:35:31,After 9:00am,20000.0,True
4539,2015-12-08,Ikoyi,Chicken Suya,4000.0,1,09:35:32,After 9:00am,4000.0,True
4540,2015-12-03,Ikoyi,BBQ Philly Steak,4000.0,5,09:35:32,After 9:00am,20000.0,True
4541,2015-12-04,Gbagada,Pepperoni Feast,4000.0,4,09:35:32,After 9:00am,16000.0,True
4542,2015-12-07,Gbagada,Meatzaa,2000.0,5,09:35:34,After 9:00am,10000.0,True
4543,2015-12-09,Surulere,Pepperoni Feast,4000.0,3,09:35:34,After 9:00am,12000.0,True
4544,2015-12-06,Ibadan,Chicken Suya,4000.0,3,09:35:35,After 9:00am,12000.0,True
4545,2015-12-05,Surulere,Veggie Supreme,3000.0,5,09:35:36,After 9:00am,15000.0,True
4546,2015-12-13,Ikoyi,Extravaganza,2000.0,3,09:35:37,After 9:00am,6000.0,True
4547,2015-12-09,Gbagada,Chicken Suya,4000.0,4,09:35:38,After 9:00am,16000.0,True
