sn,date,branch,pizza_sold,price,quantity,time,time_range
3987,2015-12-12,Gbagada,Veggie Supreme,3000,5,09:26:13,After 9:00am
3988,2015-12-13,Lekki,BBQ Philly Steak,4000,3,09:26:16,After 9:00am
3989,2015-12-10,Surulere,Hot Pepperoni Feast,4000,4,09:26:17,After 9:00am
3990,2015-12-15,Surulere,Chicken Bali,2000,4,09:26:18,After 9:00am
3991,2015-12-09,Gbagada,Margarita,4000,2,09:26:19,After 9:00am
3992,2015-12-08,Surulere,Veggie Supreme,3000,4,09:26:20,After 9:00am
3993,2015-12-06,Ikoyi,Hot Veggie,4000,2,09:26:20,After 9:00am
3994,2015-12-11,Gbagada,Veggie Supreme,3000,3,09:26:20,After 9:00am
3995,2015-12-15,Ikoyi,Chicken Legend,2000,2,09:26:20,After 9:00am
3996,2015-12-12,Ibadan,Pepperoni Suya,3000,5,09:26:22,After 9:00am
3997,2015-12-12,Gbagada,Chicken Feast,2000,3,09:26:24,After 9:00am
3998,2015-12-12,Ikoyi,BBQ Philly Steak,4000,1,09:26:25,After 9:00am
3999,2015-12-12,Gbagada,Pepperoni Suya,3000,1,09:26:28,After 9:00am
4000,2015-12-05,Surulere,Hot Pepperoni Feast,4000,2,09:26:28,After 9:00am
4001,2015-12-13,Ikoyi,Hot Veggie,4000,2,09:26:29,After 9:00am
4002,2015-12-15,Ibadan,Italiano,3000,2,09:26:30,After 9:00am
4003,2015-12-14,Lekki,Chicken Legend,2000,3,09:26:30,After 9:00am
4004,2015-12-11,Ibadan,Chicken Suya,4000,5,09:26:30,After 9:00am
4005,2015-12-04,Surulere,Hot Pepperoni Feast,4000,1,09:26:31,After 9:00am
4006,2015-12-12,Ibadan,BBQ Chicken,4000,2,09:26:31,After 9:00am
4007,2015-12-06,Gbagada,Chicken Bali,2000,2,09:26:32,After 9:00am
4008,2015-12-11,Gbagada,Chicken Suya,4000,1,09:26:33,After 9:00am
4009,2015-12-11,Gbagada,Extravaganza,2000,3,09:26:33,After 9:00am
4010,2015-12-06,Lekki,Chicken Bali,2000,4,09:26:34,After 9:00am
4011,2015-12-15,Lekki,Hot Veggie,4000,4,09:26:36,After 9:00am
4012,2015-12-15,Gbagada,BBQ Chicken,4000,5,09:26:36,After 9:00am
4013,2015-12-08,Ibadan,BBQ Philly Steak,4000,3,09:26:39,After 9:00am
4014,2015-12-10,Ikoyi,Veggie Supreme,3000,3,09:26:40,After 9:00am
4015,2015-12-07,Surulere,Pepperoni Feast,4000,2,09:26:49,After 9:00am
4016,2015-12-03,Gbagada,Hot Veggie,4000,5,09:26:51,After 9:00am
4017,2015-12-08,Ikoyi,Extravaganza,2000,1,09:26:51,After 9:00am
4018,2015-12-04,Surulere,Italiano,3000,1,09:26:51,After 9:00am
4019,2015-12-06,Lekki,Extravaganza,2000,1,09:26:52,After 9:00am
4020,2015-12-13,Ibadan,Chicken Feast,2000,1,09:26:52,After 9:00am
4021,2015-12-12,Ikoyi,Hot Pepperoni Feast,4000,5,09:26:53,After 9:00am
4022,2015-12-03,Surulere,Meatzaa,2000,2,09:26:54,After 9:00am
4023,2015-12-12,Lekki,Extravaganza,2000,3,09:26:54,After 9:00am
4024,2015-12-07,Ibadan,Veggie Supreme,3000,2,09:26:54,After 9:00am
4025,2015-12-08,Surulere,Pepperoni Suya,3000,5,09:26:55,After 9:00am
4026,2015-12-06,Surulere,Chicken Feast,2000,2,09:26:57,After 9:00am
4027,2015-12-03,Ikoyi,Chicken Suya,4000,4,09:26:58,After 9:00am
4028,2015-12-07,Ikoyi,Pepperoni Feast,4000,2,09:26:58,After 9:00am
4029,2015-12-07,Ibadan,Hot Pepperoni Feast,4000,1,09:26:59,After 9:00am
4030,2015-12-07,Surulere,Chicken Bali,2000,5,09:27:00,After 9:00am
4031,2015-12-13,Ikoyi,BBQ Chicken,4000,4,09:27:01,After 9:00am
4032,2015-12-03,Ibadan,Pepperoni Suya,3000,5,09:27:01,After 9:00am
4033,2015-12-09,Lekki,Hot Veggie,4000,3,09:27:02,After 9:00am
4034,2015-12-05,Ibadan,Hot Pepperoni Feast,4000,4,09:27:02,After 9:00am
4035,2015-12-04,Ikoyi,Italiano,3000,4,09:27:02,After 9:00am
4036,2015-12-03,Lekki,Chicken Feast,2000,4,09:27:03,After 9:00am
4037,2015-12-15,Ikoyi,Hot Veggie,4000,4,09:27:09,After 9:00am
4038,2015-12-13,Ikoyi,Hot Veggie,4000,4,09:27:09,After 9:00am
4039,2015-12-12,Gbagada,Meatzaa,2000,1,09:27:09,After 9:00am
4040,2015-12-10,Gbagada,Chicken Feast,2000,4,09:27:11,After 9:00am
4041,2015-12-14,Lekki,Chicken Feast,2000,2,09:27:12,After 9:00am
4042,2015-12-15,Lekki,Meatzaa,2000,3,09:27:13,After 9:00am
4043,2015-12-08,Gbagada,Chicken Suya,4000,1,09:27:13,After 9:00am
4044,2015-12-14,Gbagada,Chicken Feast,2000,3,09:27:13,After 9:00am
4045,2015-12-10,Ikoyi,Pepperoni Suya,3000,4,09:27:14,After 9:00am
4046,2015-12-11,Lekki,Pepperoni Suya,3000,3,09:27:14,After 9:00am
4047,2015-12-10,Surulere,Pepperoni Feast,4000,1,09:27:15,After 9:00am
4048,2015-12-12,Lekki,Hot Pepperoni Feast,4000,3,09:27:15,After 9:00am
4049,2015-12-07,Ibadan,Pepperoni Suya,3000,2,09:27:15,After 9:00am
4050,2015-12-04,Gbagada,BBQ Philly Steak,4000,1,09:27:15,After 9:00am
4051,2015-12-12,Gbagada,Chicken Bali,2000,2,09:27:16,After 9:00am
4052,2015-12-05,Ikoyi,Meatzaa,2000,2,09:27:17,After 9:00am
4053,2015-12-10,Gbagada,Pepperoni Suya,3000,3,09:27:17,After 9:00am
4054,2015-12-14,Surulere,Chicken Bali,2000,5,09:27:18,After 9:00am
4055,2015-12-11,Surulere,Chicken Bali,2000,3,09:27:18,After 9:00am
4056,2015-12-03,Lekki,Extravaganza,2000,3,09:27:20,After 9:00am
4057,2015-12-15,Surulere,Hot Veggie,4000,4,09:27:20,After 9:00am
4058,2015-12-07,Surulere,Meatzaa,2000,4,09:27:21,After 9:00am
4059,2015-12-04,Ikoyi,Chicken Feast,2000,2,09:27:22,After 9:00am
4060,2015-12-03,Lekki,BBQ Chicken,4000,4,09:27:23,After 9:00am
4061,2015-12-03,Gbagada,Hot Veggie,4000,5,09:27:23,After 9:00am
4062,2015-12-03,Ikoyi,Pepperoni Feast,4000,1,09:27:23,After 9:00am
4063,2015-12-07,Surulere,Italiano,3000,1,09:27:24,After 9:00am
4064,2015-12-09,Lekki,Chicken Bali,2000,4,09:27:24,After 9:00am
4065,2015-12-04,Surulere,Beef Suya,3000,3,09:27:24,After 9:00am
4066,2015-12-15,Lekki,Pepperoni Suya,3000,1,09:27:25,After 9:00am
4067,2015-12-07,Ikoyi,Pepperoni Feast,4000,5,09:27:25,After 9:00am
4068,2015-12-03,Lekki,Veggie Supreme,3000,4,09:27:26,After 9:00am
4069,2015-12-04,Ikoyi,Chicken Feast,2000,4,09:27:29,After 9:00am
4070,2015-12-11,Ikoyi,BBQ Philly Steak,4000,3,09:27:30,After 9:00am
4071,2015-12-14,Surulere,Chicken Bali,2000,1,09:27:30,After 9:00am
4072,2015-12-07,Lekki,Hot Veggie,4000,2,09:27:31,After 9:00am
4073,2015-12-04,Gbagada,Chicken Suya,4000,5,09:27:31,After 9:00am
4074,2015-12-03,Gbagada,BBQ Chicken,4000,5,09:27:32,After 9:00am
4075,2015-12-09,Gbagada,Veggie Supreme,3000,3,09:27:33,After 9:00am
4076,2015-12-07,Gbagada,BBQ Chicken,4000,1,09:27:34,After 9:00am
4077,2015-12-15,Ikoyi,Meatzaa,2000,3,09:27:34,After 9:00am
4078,2015-12-14,Surulere,Beef Suya,3000,3,09:27:35,After 9:00am
4079,2015-12-15,Ikoyi,Chicken Legend,2000,2,09:27:36,After 9:00am
4080,2015-12-11,Ibadan,Italiano,3000,1,09:27:36,After 9:00am
4081,2015-12-11,Surulere,Meatzaa,2000,2,09:27:38,After 9:00am
4082,2015-12-09,Gbagada,Italiano,3000,4,09:27:38,After 9:00am
4083,2015-12-10,Ikoyi,Hot Veggie,4000,3,09:27:39,After 9:00am
4084,2015-12-11,Ibadan,Pepperoni Feast,4000,3,09:27:44,After 9:00am
4085,2015-12-09,Gbagada,Italiano,3000,1,09:27:45,After 9:00am
4086,2015-12-12,Ikoyi,Chicken Feast,2000,4,09:27:46,After 9:00am
4087,2015-12-03,Ikoyi,Hot Pepperoni Feast,4000,5,09:27:47,After 9:00am
4088,2015-12-11,Ibadan,BBQ Chicken,4000,2,09:27:47,After 9:00am
4089,2015-12-11,Ibadan,Margarita,4000,2,09:27:48,After 9:00am
4090,2015-12-15,Ikoyi,BBQ Philly Steak,4000,5,09:27:48,After 9:00am
4091,2015-12-15,Surulere,Hot Veggie,4000,2,09:27:49,After 9:00am
4092,2015-12-12,Ibadan,Beef Suya,3000,1,09:27:51,After 9:00am
4093,2015-12-12,Ibadan,Beef Suya,3000,2,09:27:51,After 9:00am
4094,2015-12-09,Gbagada,Extravaganza,2000,1,09:27:53,After 9:00am
4095,2015-12-15,Gbagada,Beef Suya,3000,2,09:27:55,After 9:00am
4096,2015-12-06,Ikoyi,Chicken Bali,2000,2,09:27:55,After 9:00am
4097,2015-12-07,Gbagada,Veggie Supreme,3000,5,09:27:58,After 9:00am
4098,2015-12-05,Lekki,Chicken Bali,2000,1,09:27:59,After 9:00am
4099,2015-12-10,Surulere,Chicken Feast,2000,3,09:28:01,After 9:00am
4100,2015-12-12,Ikoyi,Pepperoni Feast,4000,3,09:28:01,After 9:00am
4101,2015-12-06,Gbagada,Pepperoni Feast,4000,2,09:28:01,After 9:00am
4102,2015-12-06,Surulere,Italiano,3000,3,09:28:01,After 9:00am
4103,2015-12-05,Gbagada,BBQ Chicken,4000,5,09:28:03,After 9:00am
4104,2015-12-08,Surulere,Pepperoni Suya,3000,4,09:28:03,After 9:00am
4105,2015-12-03,Surulere,BBQ Philly Steak,4000,4,09:28:04,After 9:00am
4106,2015-12-07,Lekki,Meatzaa,2000,2,09:28:05,After 9:00am
4107,2015-12-08,Gbagada,Hot Pepperoni Feast,4000,5,09:28:08,After 9:00am
4108,2015-12-06,Ikoyi,Chicken Feast,2000,1,09:28:10,After 9:00am
4109,2015-12-15,Ikoyi,BBQ Chicken,4000,1,09:28:10,After 9:00am
4110,2015-12-05,Gbagada,Pepperoni Suya,3000,5,09:28:11,After 9:00am
4111,2015-12-09,Ibadan,Italiano,3000,3,09:28:11,After 9:00am
4112,2015-12-12,Lekki,Meatzaa,2000,3,09:28:12,After 9:00am
4113,2015-12-10,Gbagada,Pepperoni Suya,3000,3,09:28:13,After 9:00am
4114,2015-12-07,Ibadan,Veggie Supreme,3000,5,09:28:13,After 9:00am
4115,2015-12-06,Gbagada,Pepperoni Suya,3000,4,09:28:13,After 9:00am
4116,2015-12-11,Surulere,Beef Suya,3000,5,09:28:16,After 9:00am
4117,2015-12-12,Gbagada,Margarita,4000,5,09:28:17,After 9:00am
4118,2015-12-05,Ikoyi,Chicken Feast,2000,3,09:28:17,After 9:00am
4119,2015-12-08,Lekki,Meatzaa,2000,5,09:28:19,After 9:00am
4120,2015-12-14,Gbagada,BBQ Philly Steak,4000,5,09:28:20,After 9:00am
4121,2015-12-04,Gbagada,Extravaganza,2000,3,09:28:21,After 9:00am
4122,2015-12-04,Surulere,Hot Veggie,4000,4,09:28:23,After 9:00am
4123,2015-12-15,Surulere,Pepperoni Suya,3000,1,09:28:25,After 9:00am
4124,2015-12-11,Surulere,Chicken Bali,2000,2,09:28:25,After 9:00am
4125,2015-12-14,Gbagada,Meatzaa,2000,5,09:28:26,After 9:00am
4126,2015-12-08,Gbagada,Chicken Feast,2000,3,09:28:26,After 9:00am
4127,2015-12-15,Gbagada,Chicken Legend,2000,1,09:28:27,After 9:00am
4128,2015-12-09,Ikoyi,BBQ Philly Steak,4000,5,09:28:28,After 9:00am
4129,2015-12-15,Ibadan,Chicken Legend,2000,4,09:28:28,After 9:00am
4130,2015-12-13,Ikoyi,Chicken Legend,2000,2,09:28:29,After 9:00am
4131,2015-12-11,Surulere,Margarita,4000,2,09:28:32,After 9:00am
4132,2015-12-06,Gbagada,BBQ Philly Steak,4000,3,09:28:32,After 9:00am
4133,2015-12-12,Ikoyi,Margarita,4000,1,09:28:33,After 9:00am
4134,2015-12-04,Ibadan,Italiano,3000,2,09:28:34,After 9:00am
4135,2015-12-08,Ibadan,Hot Pepperoni Feast,4000,4,09:28:34,After 9:00am
4136,2015-12-12,Lekki,Pepperoni Suya,3000,1,09:28:35,After 9:00am
4137,2015-12-06,Ibadan,Pepperoni Suya,3000,5,09:28:35,After 9:00am
4138,2015-12-09,Gbagada,Pepperoni Suya,3000,4,09:28:36,After 9:00am
4139,2015-12-08,Ikoyi,Pepperoni Suya,3000,5,09:28:37,After 9:00am
4140,2015-12-06,Gbagada,BBQ Philly Steak,4000,3,09:28:39,After 9:00am
4141,2015-12-14,Ikoyi,Chicken Bali,2000,5,09:28:39,After 9:00am
4142,2015-12-13,Ibadan,Beef Suya,3000,4,09:28:41,After 9:00am
4143,2015-12-10,Surulere,Veggie Supreme,3000,3,09:28:41,After 9:00am
4144,2015-12-09,Gbagada,Pepperoni Feast,4000,3,09:28:42,After 9:00am
4145,2015-12-13,Ikoyi,Chicken Bali,2000,2,09:28:43,After 9:00am
4146,2015-12-07,Gbagada,Pepperoni Feast,4000,2,09:28:44,After 9:00am
4147,2015-12-07,Ikoyi,Pepperoni Feast,4000,1,09:28:45,After 9:00am
4148,2015-12-15,Gbagada,Italiano,3000,3,09:28:45,After 9:00am
4149,2015-12-04,Surulere,Chicken Bali,2000,1,09:28:46,After 9:00am
4150,2015-12-06,Surulere,Margarita,4000,3,09:28:46,After 9:00am
4151,2015-12-04,Gbagada,Hot Veggie,4000,3,09:28:50,After 9:00am
4152,2015-12-11,Ikoyi,Italiano,3000,3,09:28:53,After 9:00am
4153,2015-12-13,Surulere,Chicken Bali,2000,2,09:28:53,After 9:00am
4154,2015-12-10,Ibadan,Pepperoni Feast,4000,5,09:28:54,After 9:00am
4155,2015-12-11,Surulere,Italiano,3000,1,09:28:54,After 9:00am
4156,2015-12-08,Surulere,Pepperoni Suya,3000,1,09:28:54,After 9:00am
4157,2015-12-06,Lekki,BBQ Chicken,4000,3,09:28:56,After 9:00am
4158,2015-12-15,Gbagada,Hot Pepperoni Feast,4000,3,09:29:00,After 9:00am
4159,2015-12-14,Surulere,BBQ Chicken,4000,4,09:29:00,After 9:00am
4160,2015-12-09,Ikoyi,Hot Pepperoni Feast,4000,2,09:29:03,After 9:00am
4161,2015-12-05,Surulere,Chicken Bali,2000,5,09:29:05,After 9:00am
4162,2015-12-11,Ikoyi,Pepperoni Suya,3000,3,09:29:06,After 9:00am
4163,2015-12-10,Ikoyi,Hot Pepperoni Feast,4000,5,09:29:07,After 9:00am
4164,2015-12-08,Gbagada,Chicken Suya,4000,5,09:29:10,After 9:00am
4165,2015-12-14,Ikoyi,Chicken Bali,2000,3,09:29:11,After 9:00am
4166,2015-12-14,Surulere,Pepperoni Feast,4000,1,09:29:12,After 9:00am
4167,2015-12-11,Lekki,Margarita,4000,4,09:29:13,After 9:00am
4168,2015-12-08,Lekki,Chicken Suya,4000,3,09:29:13,After 9:00am
4169,2015-12-04,Gbagada,Chicken Legend,2000,2,09:29:14,After 9:00am
4170,2015-12-03,Gbagada,Hot Pepperoni Feast,4000,2,09:29:15,After 9:00am
4171,2015-12-06,Lekki,Veggie Supreme,3000,5,09:29:17,After 9:00am
4172,2015-12-11,Surulere,Chicken Feast,2000,1,09:29:18,After 9:00am
4173,2015-12-06,Surulere,Pepperoni Suya,3000,4,09:29:18,After 9:00am
4174,2015-12-10,Lekki,Pepperoni Feast,4000,5,09:29:21,After 9:00am
4175,2015-12-04,Ikoyi,BBQ Chicken,4000,4,09:29:22,After 9:00am
4176,2015-12-06,Ibadan,Chicken Feast,2000,4,09:29:26,After 9:00am
4177,2015-12-15,Lekki,Meatzaa,2000,1,09:29:27,After 9:00am
4178,2015-12-13,Gbagada,Italiano,3000,5,09:29:29,After 9:00am
4179,2015-12-12,Gbagada,BBQ Philly Steak,4000,4,09:29:30,After 9:00am
4180,2015-12-10,Ikoyi,Beef Suya,3000,5,09:29:31,After 9:00am
4181,2015-12-15,Surulere,Veggie Supreme,3000,2,09:29:33,After 9:00am
4182,2015-12-09,Ibadan,Chicken Bali,2000,1,09:29:33,After 9:00am
4183,2015-12-05,Surulere,Chicken Legend,2000,3,09:29:34,After 9:00am
4184,2015-12-10,Ibadan,Margarita,4000,1,09:29:34,After 9:00am
4185,2015-12-08,Lekki,Extravaganza,2000,4,09:29:34,After 9:00am
4186,2015-12-14,Surulere,Pepperoni Suya,3000,4,09:29:37,After 9:00am
4187,2015-12-05,Lekki,Italiano,3000,2,09:29:39,After 9:00am
4188,2015-12-04,Gbagada,Pepperoni Suya,3000,2,09:29:41,After 9:00am
4189,2015-12-09,Ibadan,Chicken Bali,2000,1,09:29:41,After 9:00am
4190,2015-12-12,Surulere,Chicken Bali,2000,5,09:29:42,After 9:00am
4191,2015-12-05,Ikoyi,Italiano,3000,3,09:29:46,After 9:00am
4192,2015-12-12,Lekki,Margarita,4000,4,09:29:47,After 9:00am
4193,2015-12-05,Ikoyi,Chicken Legend,2000,2,09:29:49,After 9:00am
4194,2015-12-06,Ibadan,Pepperoni Suya,3000,1,09:29:51,After 9:00am
4195,2015-12-10,Ikoyi,Chicken Feast,2000,3,09:29:52,After 9:00am
4196,2015-12-09,Ikoyi,BBQ Chicken,4000,1,09:29:52,After 9:00am
4197,2015-12-10,Gbagada,Meatzaa,2000,5,09:29:53,After 9:00am
4198,2015-12-03,Lekki,Hot Veggie,4000,1,09:29:54,After 9:00am
4199,2015-12-09,Gbagada,BBQ Philly Steak,4000,2,09:29:54,After 9:00am
4200,2015-12-09,Ibadan,Margarita,4000,3,09:29:54,After 9:00am
4201,2015-12-10,Ikoyi,Hot Veggie,4000,1,09:29:54,After 9:00am
4202,2015-12-10,Ikoyi,Extravaganza,2000,4,09:29:55,After 9:00am
4203,2015-12-06,Gbagada,Veggie Supreme,3000,3,09:29:57,After 9:00am
4204,2015-12-03,Ibadan,Hot Veggie,4000,1,09:29:58,After 9:00am
4205,2015-12-04,Ibadan,Chicken Feast,2000,2,09:29:58,After 9:00am
4206,2015-12-11,Ibadan,Veggie Supreme,3000,4,09:29:59,After 9:00am
4207,2015-12-10,Lekki,Hot Veggie,4000,2,09:30:00,After 9:00am
4208,2015-12-08,Ikoyi,Chicken Legend,2000,1,09:30:04,After 9:00am
4209,2015-12-10,Ikoyi,Meatzaa,2000,4,09:30:05,After 9:00am
4210,2015-12-08,Lekki,Beef Suya,3000,5,09:30:06,After 9:00am
4211,2015-12-13,Lekki,Margarita,4000,3,09:30:07,After 9:00am
4212,2015-12-08,Ibadan,Hot Pepperoni Feast,4000,5,09:30:09,After 9:00am
4213,2015-12-13,Gbagada,Meatzaa,2000,1,09:30:09,After 9:00am
4214,2015-12-15,Ikoyi,Margarita,4000,3,09:30:09,After 9:00am
4215,2015-12-15,Lekki,Pepperoni Feast,4000,1,09:30:11,After 9:00am
4216,2015-12-12,Lekki,Hot Veggie,4000,4,09:30:11,After 9:00am
4217,2015-12-12,Gbagada,Chicken Bali,2000,4,09:30:12,After 9:00am
4218,2015-12-03,Lekki,BBQ Chicken,4000,5,09:30:12,After 9:00am
4219,2015-12-13,Lekki,Pepperoni Suya,3000,1,09:30:13,After 9:00am
4220,2015-12-11,Gbagada,Beef Suya,3000,3,09:30:15,After 9:00am
4221,2015-12-06,Ikoyi,BBQ Chicken,4000,4,09:30:15,After 9:00am
4222,2015-12-15,Lekki,Extravaganza,2000,1,09:30:17,After 9:00am
4223,2015-12-09,Gbagada,Margarita,4000,5,09:30:17,After 9:00am
4224,2015-12-15,Surulere,Hot Veggie,4000,3,09:30:21,After 9:00am
4225,2015-12-14,Surulere,Margarita,4000,2,09:30:21,After 9:00am
4226,2015-12-05,Gbagada,Chicken Feast,2000,2,09:30:25,After 9:00am
4227,2015-12-04,Lekki,Pepperoni Suya,3000,3,09:30:26,After 9:00am
4228,2015-12-03,Gbagada,Beef Suya,3000,3,09:30:27,After 9:00am
4229,2015-12-03,Ikoyi,Veggie Supreme,3000,2,09:30:28,After 9:00am
4230,2015-12-10,Lekki,Chicken Bali,2000,4,09:30:29,After 9:00am
4231,2015-12-09,Ibadan,Meatzaa,2000,3,09:30:31,After 9:00am
4232,2015-12-14,Gbagada,Chicken Bali,2000,2,09:30:32,After 9:00am
4233,2015-12-07,Surulere,Italiano,3000,1,09:30:34,After 9:00am
4234,2015-12-11,Ikoyi,Pepperoni Feast,4000,2,09:30:34,After 9:00am
4235,2015-12-11,Gbagada,Extravaganza,2000,5,09:30:34,After 9:00am
4236,2015-12-04,Lekki,Beef Suya,3000,2,09:30:35,After 9:00am
4237,2015-12-04,Ibadan,Chicken Legend,2000,2,09:30:37,After 9:00am
4238,2015-12-11,Ikoyi,Margarita,4000,5,09:30:39,After 9:00am
4239,2015-12-03,Ikoyi,Hot Veggie,4000,3,09:30:39,After 9:00am
4240,2015-12-12,Ibadan,Pepperoni Suya,3000,4,09:30:40,After 9:00am
4241,2015-12-09,Gbagada,Hot Veggie,4000,2,09:30:41,After 9:00am
4242,2015-12-10,Lekki,Chicken Feast,2000,2,09:30:41,After 9:00am
4243,2015-12-15,Ibadan,Pepperoni Feast,4000,4,09:30:42,After 9:00am
4244,2015-12-03,Ibadan,Hot Pepperoni Feast,4000,3,09:30:43,After 9:00am
4245,2015-12-05,Surulere,Extravaganza,2000,4,09:30:44,After 9:00am
4246,2015-12-08,Lekki,Margarita,4000,4,09:30:46,After 9:00am
4247,2015-12-14,Surulere,Extravaganza,2000,5,09:30:48,After 9:00am
4248,2015-12-07,Surulere,Pepperoni Suya,3000,3,09:30:48,After 9:00am
4249,2015-12-15,Ikoyi,Margarita,4000,5,09:30:49,After 9:00am
4250,2015-12-10,Lekki,Veggie Supreme,3000,4,09:30:49,After 9:00am
4251,2015-12-09,Lekki,Italiano,3000,2,09:30:51,After 9:00am
4252,2015-12-11,Ikoyi,Pepperoni Suya,3000,2,09:30:52,After 9:00am
4253,2015-12-06,Ikoyi,Pepperoni Suya,3000,5,09:30:52,After 9:00am
4254,2015-12-06,Ibadan,Chicken Suya,4000,2,09:30:53,After 9:00am
4255,2015-12-14,Ikoyi,Chicken Feast,2000,4,09:30:54,After 9:00am
4256,2015-12-13,Surulere,Meatzaa,2000,2,09:30:54,After 9:00am
4257,2015-12-15,Lekki,Pepperoni Suya,3000,4,09:30:56,After 9:00am
4258,2015-12-06,Ibadan,Hot Veggie,4000,3,09:30:56,After 9:00am
4259,2015-12-04,Gbagada,Chicken Legend,2000,2,09:30:57,After 9:00am
4260,2015-12-08,Gbagada,Pepperoni Feast,4000,3,09:30:57,After 9:00am
4261,2015-12-06,Ikoyi,Veggie Supreme,3000,3,09:30:57,After 9:00am
4262,2015-12-11,Ikoyi,Hot Veggie,4000,4,09:30:58,After 9:00am
4263,2015-12-04,Ikoyi,Chicken Legend,2000,5,09:30:58,After 9:00am
4264,2015-12-06,Ibadan,Chicken Legend,2000,5,09:31:00,After 9:00am
4265,2015-12-05,Ikoyi,Chicken Suya,4000,2,09:31:02,After 9:00am
4266,2015-12-13,Gbagada,Chicken Bali,2000,4,09:31:03,After 9:00am
4267,2015-12-11,Ibadan,Veggie Supreme,3000,1,09:31:04,After 9:00am
4268,2015-12-06,Gbagada,Italiano,3000,5,09:31:04,After 9:00am
4269,2015-12-08,Surulere,Chicken Suya,4000,1,09:31:04,After 9:00am
4270,2015-12-06,Ikoyi,Hot Veggie,4000,5,09:31:06,After 9:00am
4271,2015-12-04,Gbagada,Chicken Suya,4000,1,09:31:07,After 9:00am
4272,2015-12-12,Surulere,Hot Pepperoni Feast,4000,2,09:31:08,After 9:00am
4273,2015-12-04,Ikoyi,Hot Pepperoni Feast,4000,5,09:31:08,After 9:00am
4274,2015-12-03,Surulere,BBQ Chicken,4000,4,09:31:09,After 9:00am
4275,2015-12-14,Lekki,Hot Pepperoni Feast,4000,3,09:31:10,After 9:00am
4276,2015-12-11,Lekki,Meatzaa,2000,2,09:31:10,After 9:00am
4277,2015-12-09,Lekki,Meatzaa,2000,2,09:31:11,After 9:00am
4278,2015-12-06,Gbagada,Pepperoni Suya,3000,3,09:31:11,After 9:00am
4279,2015-12-15,Ikoyi,Hot Pepperoni Feast,4000,1,09:31:12,After 9:00am
4280,2015-12-07,Surulere,Chicken Suya,4000,1,09:31:12,After 9:00am
4281,2015-12-07,Lekki,BBQ Philly Steak,4000,4,09:31:15,After 9:00am
4282,2015-12-09,Lekki,Chicken Bali,2000,3,09:31:15,After 9:00am
4283,2015-12-06,Gbagada,BBQ Chicken,4000,4,09:31:17,After 9:00am
4284,2015-12-13,Gbagada,Margarita,4000,4,09:31:17,After 9:00am
4285,2015-12-11,Surulere,Hot Pepperoni Feast,4000,4,09:31:18,After 9:00am
4286,2015-12-07,Gbagada,Beef Suya,3000,5,09:31:20,After 9:00am
4287,2015-12-03,Gbagada,Chicken Suya,4000,5,09:31:20,After 9:00am
4288,2015-12-07,Ikoyi,Pepperoni Suya,3000,3,09:31:21,After 9:00am
4289,2015-12-05,Ibadan,Chicken Suya,4000,1,09:31:22,After 9:00am
4290,2015-12-07,Lekki,Chicken Legend,2000,3,09:31:23,After 9:00am
4291,2015-12-11,Ikoyi,Pepperoni Feast,4000,5,09:31:24,After 9:00am
4292,2015-12-08,Lekki,Italiano,3000,3,09:31:24,After 9:00am
4293,2015-12-03,Ikoyi,BBQ Chicken,4000,5,09:31:25,After 9:00am
4294,2015-12-12,Ibadan,Beef Suya,3000,2,09:31:27,After 9:00am
4295,2015-12-15,Lekki,Veggie Supreme,3000,5,09:31:29,After 9:00am
4296,2015-12-04,Gbagada,Chicken Legend,2000,1,09:31:30,After 9:00am
4297,2015-12-06,Ikoyi,Chicken Bali,2000,1,09:31:30,After 9:00am
4298,2015-12-03,Ikoyi,Veggie Supreme,3000,1,09:31:30,After 9:00am
4299,2015-12-05,Surulere,BBQ Philly Steak,4000,2,09:31:31,After 9:00am
4300,2015-12-06,Gbagada,Veggie Supreme,3000,2,09:31:31,After 9:00am
4301,2015-12-05,Ibadan,Margarita,4000,4,09:31:34,After 9:00am
4302,2015-12-08,Surulere,Hot Pepperoni Feast,4000,5,09:31:34,After 9:00am
4303,2015-12-06,Gbagada,Extravaganza,2000,3,09:31:35,After 9:00am
4304,2015-12-04,Ikoyi,Meatzaa,2000,2,09:31:37,After 9:00am
4305,2015-12-12,Ibadan,Hot Pepperoni Feast,4000,3,09:31:38,After 9:00am
4306,2015-12-09,Ibadan,Hot Veggie,4000,2,09:31:38,After 9:00am
4307,2015-12-15,Ikoyi,Hot Veggie,4000,1,09:31:42,After 9:00am
4308,2015-12-14,Ikoyi,Italiano,3000,4,09:31:43,After 9:00am
4309,2015-12-04,Ibadan,Pepperoni Suya,3000,2,09:31:50,After 9:00am
4310,2015-12-07,Ibadan,Beef Suya,3000,2,09:31:50,After 9:00am
4311,2015-12-08,Ikoyi,Extravaganza,2000,1,09:31:51,After 9:00am
4312,2015-12-10,Ibadan,Chicken Feast,2000,3,09:31:51,After 9:00am
4313,2015-12-11,Ibadan,Chicken Legend,2000,4,09:31:51,After 9:00am
4314,2015-12-08,Ikoyi,Margarita,4000,5,09:31:52,After 9:00am
4315,2015-12-03,Ibadan,Hot Pepperoni Feast,4000,4,09:31:53,After 9:00am
4316,2015-12-11,Gbagada,Chicken Bali,2000,3,09:31:53,After 9:00am
